category,category_image_url,name,slug,image_url,gallery_image_urls,features,overview,technical_info,regular_price,sale_price,is_active,meta_title,meta_description,meta_keywords,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Compact Dispenser Model-0243,jkr-jkr-compact-dispenser-model-0243-243,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Dispenser Model-0243 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 55x81cm
Voltage: 110-240V
Warranty: 2 Years",5745,5170.5,TRUE,JKR Compact Dispenser Model-0243 | Buy Professional Dispenser Online,Looking for JKR Compact Dispenser Model-0243? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0243-SKU,830,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Analyzer Model-0244,jkr-jkr-elite-analyzer-model-0244-244,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Analyzer Model-0244 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 44x43cm
Voltage: 110-240V
Warranty: 2 Years",2040,1836.0,TRUE,JKR Elite Analyzer Model-0244 | Buy Professional Analyzer Online,Looking for JKR Elite Analyzer Model-0244? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0244-SKU,244,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Pro Compressor Model-0245,jkr-jkr-pro-compressor-model-0245-245,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Compressor Model-0245 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 87x28cm
Voltage: 110-240V
Warranty: 2 Years",1541,1386.9,TRUE,JKR Pro Compressor Model-0245 | Buy Professional Compressor Online,Looking for JKR Pro Compressor Model-0245? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0245-SKU,21,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Analyzer Model-0246,jkr-jkr-eco-analyzer-model-0246-246,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Analyzer Model-0246 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 57x56cm
Voltage: 110-240V
Warranty: 2 Years",8387,7548.3,TRUE,JKR Eco Analyzer Model-0246 | Buy Professional Analyzer Online,Looking for JKR Eco Analyzer Model-0246? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0246-SKU,143,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Ultra Sterilizer Model-0247,jkr-jkr-ultra-sterilizer-model-0247-247,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Sterilizer Model-0247 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 41x42cm
Voltage: 110-240V
Warranty: 2 Years",9536,8582.4,TRUE,JKR Ultra Sterilizer Model-0247 | Buy Professional Sterilizer Online,Looking for JKR Ultra Sterilizer Model-0247? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0247-SKU,686,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Ultra Dispenser Model-0248,jkr-jkr-ultra-dispenser-model-0248-248,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Dispenser Model-0248 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 71x94cm
Voltage: 110-240V
Warranty: 2 Years",1102,991.8,TRUE,JKR Ultra Dispenser Model-0248 | Buy Professional Dispenser Online,Looking for JKR Ultra Dispenser Model-0248? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0248-SKU,239,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Eco Sterilizer Model-0249,jkr-jkr-eco-sterilizer-model-0249-249,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Sterilizer Model-0249 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 43x38cm
Voltage: 110-240V
Warranty: 2 Years",8513,7661.7,TRUE,JKR Eco Sterilizer Model-0249 | Buy Professional Sterilizer Online,Looking for JKR Eco Sterilizer Model-0249? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0249-SKU,639,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Sterilizer Model-0250,jkr-jkr-eco-sterilizer-model-0250-250,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Sterilizer Model-0250 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 95x84cm
Voltage: 110-240V
Warranty: 2 Years",4974,4476.6,TRUE,JKR Eco Sterilizer Model-0250 | Buy Professional Sterilizer Online,Looking for JKR Eco Sterilizer Model-0250? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0250-SKU,144,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Compact Analyzer Model-0251,jkr-jkr-compact-analyzer-model-0251-251,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Analyzer Model-0251 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 74x66cm
Voltage: 110-240V
Warranty: 2 Years",1282,1153.8,TRUE,JKR Compact Analyzer Model-0251 | Buy Professional Analyzer Online,Looking for JKR Compact Analyzer Model-0251? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0251-SKU,481,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Advanced Ventilator Model-0252,jkr-jkr-advanced-ventilator-model-0252-252,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Ventilator Model-0252 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 30x83cm
Voltage: 110-240V
Warranty: 2 Years",322,289.8,TRUE,JKR Advanced Ventilator Model-0252 | Buy Professional Ventilator Online,Looking for JKR Advanced Ventilator Model-0252? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0252-SKU,845,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Smart Sterilizer Model-0253,jkr-jkr-smart-sterilizer-model-0253-253,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Sterilizer Model-0253 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 46x52cm
Voltage: 110-240V
Warranty: 2 Years",5777,5199.3,TRUE,JKR Smart Sterilizer Model-0253 | Buy Professional Sterilizer Online,Looking for JKR Smart Sterilizer Model-0253? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0253-SKU,64,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Compact Ventilator Model-0254,jkr-jkr-compact-ventilator-model-0254-254,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Ventilator Model-0254 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 69x21cm
Voltage: 110-240V
Warranty: 2 Years",9506,8555.4,TRUE,JKR Compact Ventilator Model-0254 | Buy Professional Ventilator Online,Looking for JKR Compact Ventilator Model-0254? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0254-SKU,168,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Advanced Analyzer Model-0255,jkr-jkr-advanced-analyzer-model-0255-255,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Analyzer Model-0255 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 43x33cm
Voltage: 110-240V
Warranty: 2 Years",3197,2877.3,TRUE,JKR Advanced Analyzer Model-0255 | Buy Professional Analyzer Online,Looking for JKR Advanced Analyzer Model-0255? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0255-SKU,985,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Sterilizer Model-0256,jkr-jkr-advanced-sterilizer-model-0256-256,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Sterilizer Model-0256 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 50x96cm
Voltage: 110-240V
Warranty: 2 Years",5367,4830.3,TRUE,JKR Advanced Sterilizer Model-0256 | Buy Professional Sterilizer Online,Looking for JKR Advanced Sterilizer Model-0256? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0256-SKU,748,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Smart Dispenser Model-0257,jkr-jkr-smart-dispenser-model-0257-257,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Dispenser Model-0257 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 33x75cm
Voltage: 110-240V
Warranty: 2 Years",2802,2521.8,TRUE,JKR Smart Dispenser Model-0257 | Buy Professional Dispenser Online,Looking for JKR Smart Dispenser Model-0257? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0257-SKU,568,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Elite Analyzer Model-0258,jkr-jkr-elite-analyzer-model-0258-258,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Analyzer Model-0258 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 89x77cm
Voltage: 110-240V
Warranty: 2 Years",8156,7340.4,TRUE,JKR Elite Analyzer Model-0258 | Buy Professional Analyzer Online,Looking for JKR Elite Analyzer Model-0258? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0258-SKU,997,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Eco Cart Model-0259,jkr-jkr-eco-cart-model-0259-259,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Cart Model-0259 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 48x60cm
Voltage: 110-240V
Warranty: 2 Years",2846,2561.4,TRUE,JKR Eco Cart Model-0259 | Buy Professional Cart Online,Looking for JKR Eco Cart Model-0259? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0259-SKU,609,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Compact Sterilizer Model-0260,jkr-jkr-compact-sterilizer-model-0260-260,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Sterilizer Model-0260 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 31x87cm
Voltage: 110-240V
Warranty: 2 Years",7253,6527.7,TRUE,JKR Compact Sterilizer Model-0260 | Buy Professional Sterilizer Online,Looking for JKR Compact Sterilizer Model-0260? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0260-SKU,83,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Advanced Analyzer Model-0261,jkr-jkr-advanced-analyzer-model-0261-261,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Analyzer Model-0261 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 24x72cm
Voltage: 110-240V
Warranty: 2 Years",4255,3829.5,TRUE,JKR Advanced Analyzer Model-0261 | Buy Professional Analyzer Online,Looking for JKR Advanced Analyzer Model-0261? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0261-SKU,724,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Ventilator Model-0262,jkr-jkr-advanced-ventilator-model-0262-262,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Ventilator Model-0262 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 39x87cm
Voltage: 110-240V
Warranty: 2 Years",4699,4229.1,TRUE,JKR Advanced Ventilator Model-0262 | Buy Professional Ventilator Online,Looking for JKR Advanced Ventilator Model-0262? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0262-SKU,477,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Compact Compressor Model-0263,jkr-jkr-compact-compressor-model-0263-263,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Compressor Model-0263 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 66x47cm
Voltage: 110-240V
Warranty: 2 Years",1633,1469.7,TRUE,JKR Compact Compressor Model-0263 | Buy Professional Compressor Online,Looking for JKR Compact Compressor Model-0263? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0263-SKU,138,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Elite Sterilizer Model-0264,jkr-jkr-elite-sterilizer-model-0264-264,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Sterilizer Model-0264 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 59x47cm
Voltage: 110-240V
Warranty: 2 Years",7374,6636.6,TRUE,JKR Elite Sterilizer Model-0264 | Buy Professional Sterilizer Online,Looking for JKR Elite Sterilizer Model-0264? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0264-SKU,165,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0265,jkr-jkr-eco-compressor-model-0265-265,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0265 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 37x59cm
Voltage: 110-240V
Warranty: 2 Years",2455,2209.5,TRUE,JKR Eco Compressor Model-0265 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0265? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0265-SKU,824,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Eco Inhaler Model-0266,jkr-jkr-eco-inhaler-model-0266-266,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Inhaler Model-0266 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 47x77cm
Voltage: 110-240V
Warranty: 2 Years",3338,3004.2,TRUE,JKR Eco Inhaler Model-0266 | Buy Professional Inhaler Online,Looking for JKR Eco Inhaler Model-0266? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0266-SKU,875,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Elite Dispenser Model-0267,jkr-jkr-elite-dispenser-model-0267-267,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Dispenser Model-0267 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 33x22cm
Voltage: 110-240V
Warranty: 2 Years",5865,5278.5,TRUE,JKR Elite Dispenser Model-0267 | Buy Professional Dispenser Online,Looking for JKR Elite Dispenser Model-0267? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0267-SKU,171,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Ultra Cart Model-0268,jkr-jkr-ultra-cart-model-0268-268,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Cart Model-0268 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 55x69cm
Voltage: 110-240V
Warranty: 2 Years",6912,6220.8,TRUE,JKR Ultra Cart Model-0268 | Buy Professional Cart Online,Looking for JKR Ultra Cart Model-0268? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0268-SKU,324,available,2.5
